STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,AGE,EDUCATION,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Tamil Nadu,COIMBATORE,RADHAKRISHNAN. C.P,BJP,Lotus,MALE,61,Graduate,20.01154727,31.33727014,1958904
Tamil Nadu,COIMBATORE,MAHENDRAN. R,MNM,Battery Torch,MALE,55,Post Graduate,7.407407407,11.5996991,1958904
Tamil Nadu,COIMBATORE,KALYANA SUNDARAM. S,NTK,Ganna Kisan,MALE,36,Post Graduate,3.089431641,4.837924455,1958904
Tamil Nadu,COIMBATORE,APPATHURAI. N.R.,IND,Gift Pack,MALE,68,12th Pass,1.942974235,3.042618726,1958904
Tamil Nadu,COIMBATORE,NOTA,NOTA,,,,,1.183825241,1.853822239,1958904
West Bengal,COOCH BEHAR,NISITH PRAMANIK,BJP,Lotus,MALE,33,8th Pass,40.3259839,47.9593509,1814200
West Bengal,COOCH BEHAR,ADHIKARY PARESH CHANDRA,AITC,Flowers and Grass,MALE,66,12th Pass,37.33673244,44.40425948,1814200
West Bengal,COOCH BEHAR,GOBINDA CHANDRA ROY,AIFB,Lion,MALE,61,Post Graduate,2.580200639,3.068610754,1814200
West Bengal,COOCH BEHAR,PIYA ROY CHOWDHURY,INC,Hand,FEMALE,38,Post Graduate,1.555230956,1.849622996,1814200
Tamil Nadu,CUDDALORE,T. R. V .S. RAMESH,DMK,Rising Sun,MALE,48,Graduate Professional,38.28045846,50.04504591,1364038
Tamil Nadu,CUDDALORE,Dr. R. GOVINDASAMY,PMK,Mango,MALE,69,Post Graduate,27.72481412,36.24537561,1364038
Tamil Nadu,CUDDALORE,K. THANGAVEL,IND,Gift Pack,MALE,49,10th Pass,3.291110658,4.302555157,1364038
Tamil Nadu,CUDDALORE,R. CHITHRA,NTK,Ganna Kisan,FEMALE,40,Graduate,2.543330904,3.324963101,1364038
Tamil Nadu,CUDDALORE,V. ANNAMALAI,MNM,Battery Torch,MALE,44,Post Graduate,1.738441304,2.272709847,1364038
Odisha,CUTTACK,BHARTRUHARI MAHTAB,BJD,Conch,MALE,62,Post Graduate,34.53544315,49.46839057,1518996
Odisha,CUTTACK,PRAKASH MISHRA,BJP,Lotus,MALE,63,Post Graduate,26.5564228,38.03928299,1518996
Odisha,CUTTACK,PANCHANAN KANUNGO,INC,Hand,MALE,67,Post Graduate,6.573223366,9.415451234,1518996
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DELKAR MOHANBHAI SANJIBHAI,IND,Batsman,MALE,56,Graduate,36.16420495,45.44134202,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL NATUBHAI GOMANBHAI,BJP,Lotus,MALE,46,5th Pass,32.56422255,40.91786274,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,TOKIYA PRABHUBHAI,INC,Hand,MALE,40,12th Pass,3.442800635,4.325975958,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,PATEL ANKITA AMRUTBHAI,SHS,Bow & Arrow,FEMALE,35,Graduate Professional,1.599814422,2.010211876,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,KURADA DEEPAKBHAI,IND,Throwing a Javelin,MALE,33,Graduate,1.451831588,1.824267278,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,NOTA,NOTA,,,,,1.179863136,1.482531259,250029
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,DAYAT MANOJ RANCHOD,IND,Helicopter,MALE,31,12th Pass,0.914693896,1.14933864,250029
Gujarat,DAHOD,JASHVANTSINH SUMANBHAI BHABHOR,BJP,Lotus,MALE,52,Graduate Professional,35.13329777,52.77759771,1598939
Gujarat,DAHOD,KATARA BABUBHAI KHIMABHAI,INC,Hand,MALE,58,Graduate,27.153256,40.7898977,1598939
Gujarat,DAHOD,NOTA,NOTA,,,,,1.997324476,3.000401168,1598939
Gujarat,DAHOD,BHABHOR DHULABHAI DITABHAI,BSP,Elephant,MALE,64,10th Pass,0.70915776,1.06530401,1598939
Gujarat,DAHOD,DEVDHA SAMSUBHAI KHATARABHAI,IND,Boat with Man and Sail,MALE,51,Graduate Professional,0.69683709,1.046795773,1598939
Karnataka,DAKSHINA KANNADA,NALIN KUMAR KATEEL,BJP,Lotus,MALE,52,10th Pass,44.88671147,57.5528098,1724976
Karnataka,DAKSHINA KANNADA,MITHUN M RAI,INC,Hand,MALE,34,Graduate,28.966432,37.14015789,1724976
Karnataka,DAKSHINA KANNADA,MOHAMMED ELIYAS,SDPI,Gas Cylinder,MALE,57,12th Pass,2.715342126,3.481555316,1724976
Daman & Diu,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,BJP,Lotus,MALE,63,8th Pass,30.88302941,42.98126279,121740
Daman & Diu,DAMAN & DIU,KETAN DAHYABHAI PATEL,INC,Hand,MALE,44,Others,22.71644488,31.61546992,121740
Daman & Diu,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,IND,SHIP,MALE,42,Graduate,16.37752587,22.79331908,121740
Daman & Diu,DAMAN & DIU,NOTA,NOTA,,,,,1.221455561,1.699953128,121740
Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,BJP,Lotus,MALE,59,Graduate Professional,39.83113756,60.50506482,1768777
Madhya Pradesh,DAMOH,PRATAP SINGH,INC,Hand,MALE,57,10th Pass,19.85060864,30.1538554,1768777
Madhya Pradesh,DAMOH,"JITTU KHARE ""BADAL""",BSP,Elephant,MALE,34,8th Pass,2.592073506,3.937461622,1768777
Bihar,DARBHANGA,Gopal Jee Thakur,BJP,Lotus,MALE,49,Post Graduate,35.45226615,60.76249858,1654811
Bihar,DARBHANGA,Abdul Bari Siddiqui,RJD,Hurricane Lamp,MALE,67,12th Pass,19.25833222,33.00732255,1654811
Bihar,DARBHANGA,NOTA,NOTA,,,,,1.236878411,2.119915899,1654811
Bihar,DARBHANGA,SAGUNI RAY,IND,Cup & Saucer,MALE,58,Literate,0.832360916,1.426603557,1654811
Bihar,DARBHANGA,MD. MUKHTAR,BSP,Elephant,MALE,64,Literate,0.680138094,1.165705171,1654811
West Bengal,DARJEELING,RAJU BISTA,BJP,Lotus,MALE,33,Graduate,46.549934,59.07593021,1611317
West Bengal,DARJEELING,AMAR SINGH RAI,AITC,Flowers and Grass,MALE,71,Post Graduate,20.89123369,26.51279943,1611317
West Bengal,DARJEELING,Sankar Malakar,INC,Hand,MALE,65,Graduate,4.045510598,5.134106135,1611317
West Bengal,DARJEELING,SAMAN PATHAK,CPI(M),"Hammer, Sickle and Star",MALE,46,Graduate,3.135571709,3.979314245,1611317
West Bengal,DARJEELING,RAJESH SINGH,IND,Pen Nib with Seven Rays,MALE,49,12th Pass,0.991300905,1.258047392,1611317
Rajasthan,DAUSA,Jaskaur Meena,BJP,Lotus,FEMALE,71,Post Graduate,31.71337274,51.56886995,1730289
Rajasthan,DAUSA,Savita Meena,INC,Hand,FEMALE,54,12th Pass,27.17979482,44.19685399,1730289
Rajasthan,DAUSA,Dwarka Prasad Maheshwara,BSP,Elephant,MALE,36,Post Graduate,0.775246216,1.260621872,1730289
Karnataka,DAVANAGERE,G M SIDDESHWAR,BJP,Lotus,MALE,67,10th Pass,39.98594054,54.63373005,1633064
Karnataka,DAVANAGERE,H B MANJAPPA,INC,Hand,MALE,51,10th Pass,29.59430861,40.43539919,1633064
Uttar Pradesh,DEORIA,RAMAPATI RAM TRIPATHI,BJP,Lotus,MALE,69,Graduate Professional,33.10031097,57.17273404,1754195
Uttar Pradesh,DEORIA,BINOD KUMAR JAISWAL,BSP,Elephant,MALE,56,Not Available,18.85269312,32.56344058,1754195
Uttar Pradesh,DEORIA,NIYAZ AHMED,INC,Hand,MALE,57,Not Available,2.910508809,5.027195853,1754195
Uttar Pradesh,DEORIA,NOTA,NOTA,,,,,0.765080279,1.321490041,1754195
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,BJP,Lotus,MALE,35,Graduate Professional,48.98764728,61.61545078,1760503
Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,INC,Hand,MALE,65,Post Graduate,27.84317891,35.02046159,1760503
Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",BSP,Elephant,MALE,43,Post Graduate,1.041634124,1.310141631,1760503
Jharkhand,DHANBAD,PASHUPATI NATH SINGH,BJP,Lotus,MALE,69,Graduate,39.91220833,66.00631151,2072634
Jharkhand,DHANBAD,KIRTI AZAD,INC,Hand,MALE,58,Graduate,16.45442466,27.21212194,2072634
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,BJP,Lotus,MALE,65,Post Graduate,40.43034435,53.72422023,1786151
Madhya Pradesh,DHAR,GIRWAL DINESH,INC,Hand,MALE,38,Graduate,31.69485671,42.11642243,1786151
Madhya Pradesh,DHAR,NOTA,NOTA,,,,,1.003778516,1.333830293,1786151
Madhya Pradesh,DHAR,GULSINGH RAMSINGH KAWACHE,BSP,Elephant,MALE,61,Post Graduate,0.774122681,1.028661468,1786151
Tamil Nadu,DHARMAPURI,DNV SENTHILKUMAR. S.,DMK,Rising Sun,MALE,41,Post Graduate,38.69877857,46.95830424,1485804
Tamil Nadu,DHARMAPURI,ANBUMANI RAMADOSS,PMK,Mango,MALE,50,Graduate Professional,33.93684497,41.18002556,1485804
Tamil Nadu,DHARMAPURI,PALANIAPPAN. P.,IND,Gift Pack,MALE,57,Post Graduate,3.611176171,4.381913734,1485804
Tamil Nadu,DHARMAPURI,RUKMANIDEVI. R.,NTK,Ganna Kisan,FEMALE,30,Post Graduate,1.324131581,1.606742537,1485804
Tamil Nadu,DHARMAPURI,RAJASEKAR. D.,MNM,Battery Torch,MALE,43,Post Graduate,1.050878851,1.275169156,1485804
Tamil Nadu,DHARMAPURI,NOTA,NOTA,,,,,0.900455242,1.092640459,1485804
Karnataka,DHARWAD,Pralhad Joshi,BJP,Lotus,MALE,56,Graduate,39.64757939,56.4052027,1727311
Karnataka,DHARWAD,Vinay Kulkarni,INC,Hand,MALE,52,12th Pass,27.77525298,39.51486569,1727311
Uttar Pradesh,DHAURAHRA,REKHA VERMA,BJP,Lotus,FEMALE,45,12th Pass,31.18581555,48.20748661,1644674
Uttar Pradesh,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,BSP,Elephant,MALE,63,10th Pass,21.42029363,33.11180099,1644674
Uttar Pradesh,DHAURAHRA,KUNWAR JITIN PRASADA,INC,Hand,MALE,42,Post Graduate,9.902023137,15.30669118,1644674
Uttar Pradesh,DHAURAHRA,NOTA,NOTA,,,,,0.656543485,1.014894455,1644674
Odisha,DHENKANAL,MAHESH SAHOO,BJD,Conch,MALE,58,12th Pass,34.75691022,46.14172269,1504403
Odisha,DHENKANAL,RUDRA NARAYAN PANY,BJP,Lotus,MALE,59,Graduate,32.40301967,43.01680267,1504403
Odisha,DHENKANAL,RAJA KAMAKHYA PRASAD SINGH DEO,INC,Hand,MALE,77,12th Pass,5.340922612,7.090370478,1504403
Assam,DHUBRI,BADRUDDIN AJMAL,AIUDF,Lock and Key,MALE,63,Post Graduate,38.67304147,42.65514896,1858566
Assam,DHUBRI,ABU TAHER BEPARI,INC,Hand,MALE,52,Post Graduate,26.49924727,29.22783667,1858566
Assam,DHUBRI,ZABED ISLAM,AGP,Elephant,MALE,50,Graduate,21.50760317,23.72221016,1858566
Maharashtra,DHULE,Bhamre Subhash Ramrao,BJP,Lotus,MALE,66,Post Graduate,32.15290228,56.36095898,1908173
Maharashtra,DHULE,Kunalbaba Rohidas Patil,INC,Hand,MALE,45,Graduate,20.13915929,35.30201786,1908173
Maharashtra,DHULE,Nabi Ahmad Ahmad Dulla,VBA,Cup & Saucer,MALE,46,5th Pass,2.067370202,3.623902008,1908173
West Bengal,DIAMOND HARBOUR,ABHISHEK BANERJEE,AITC,Flowers and Grass,MALE,31,Graduate,46.01742681,56.13325926,1719190
West Bengal,DIAMOND HARBOUR,NILANJAN ROY,BJP,Lotus,MALE,43,Post Graduate,27.36945887,33.38598086,1719190
West Bengal,DIAMOND HARBOUR,Dr. FUAD HALIM,CPI(M),"Hammer, Sickle and Star",MALE,48,Graduate Professional,5.464259331,6.665446266,1719190
West Bengal,DIAMOND HARBOUR,SOUMYA AICH ROY,INC,Hand,MALE,49,Post Graduate,1.153333837,1.406866741,1719190
West Bengal,DIAMOND HARBOUR,NOTA,NOTA,,,,,0.94503807,1.152782124,1719190
Assam,DIBRUGARH,RAMESWAR TELI,BJP,Lotus,MALE,48,10th Pass,50.18439207,64.9200978,1314319
Assam,DIBRUGARH,PABAN SINGH GHATOWAR,INC,Hand,MALE,67,Graduate,22.44637717,29.03733494,1314319
Assam,DIBRUGARH,NOTA,NOTA,,,,,1.61969811,2.095292089,1314319
Tamil Nadu,DINDIGUL,"VELUSAMY, P.",DMK,Rising Sun,MALE,52,Illiterate,48.41638233,64.30382167,1541881
Tamil Nadu,DINDIGUL,"JOTHIMUTHU, K.",PMK,Mango,MALE,48,Not Available,13.46089614,17.87797897,1541881
Tamil Nadu,DINDIGUL,"JOTHI MURUGAN,P.",IND,Gift Pack,MALE,42,Post Graduate,4.077811452,5.415911885,1541881
Tamil Nadu,DINDIGUL,"MANSOORALI KHAN, A.",NTK,Ganna Kisan,MALE,56,Not Available,3.564282847,4.733873073,1541881
Tamil Nadu,DINDIGUL,"SUTHAKARAN, S. Dr.",MNM,Battery Torch,MALE,52,Graduate Professional,2.515369215,3.340767022,1541881
Tamil Nadu,DINDIGUL,NOTA,NOTA,,,,,0.919461359,1.221175074,1541881
Maharashtra,DINDORI,Dr. Bharati Pravin Pawar,BJP,Lotus,FEMALE,40,Graduate Professional,32.74616027,49.83481192,1732936
Maharashtra,DINDORI,Dhanraj Haribhau Mahale,NCP,Clock,MALE,44,12th Pass,21.27551162,32.37818147,1732936
Maharashtra,DINDORI,Gavit Jeeva Pandu,CPI(M),"Hammer, Sickle and Star",MALE,70,Graduate,6.322795533,9.622359494,1732936
Maharashtra,DINDORI,Bapu Kelu Barde,VBA,Cup & Saucer,MALE,53,10th Pass,3.395797652,5.167901699,1732936
Uttar Pradesh,DOMARIYAGANJ,JAGDAMBIKA PAL,BJP,Lotus,MALE,68,Post Graduate,26.10822023,49.9581866,1885433
Uttar Pradesh,DOMARIYAGANJ,AFTAB ALAM,BSP,Elephant,MALE,37,Graduate,20.52218244,39.26928034,1885433
Uttar Pradesh,DOMARIYAGANJ,CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY,INC,Hand,MALE,37,Post Graduate,3.211410854,6.145047852,1885433
Uttar Pradesh,DOMARIYAGANJ,NOTA,NOTA,,,,,0.623570289,1.193204307,1885433
West Bengal,DUM DUM,SOUGATA RAY,AITC,Flowers and Grass,MALE,71,Post Graduate,32.69463081,42.50553045,1566196
West Bengal,DUM DUM,SAMIK BHATTACHARYA,BJP,Lotus,MALE,53,Graduate,29.31050775,38.10591062,1566196
West Bengal,DUM DUM,NEPALDEB BHATTACHARYA,CPI(M),"Hammer, Sickle and Star",MALE,67,Graduate,10.70044873,13.91140496,1566196
West Bengal,DUM DUM,SAURAV SAHA,INC,Hand,MALE,37,Graduate Professional,1.857813454,2.415300138,1566196
West Bengal,DUM DUM,NOTA,NOTA,,,,,0.925235411,1.202877077,1566196
Jharkhand,DUMKA,SUNIL SOREN,BJP,Lotus,MALE,39,12th Pass,34.7054542,47.26432556,1397253
Jharkhand,DUMKA,SHIBU SOREN,JMM,Bow & Arrow,MALE,72,10th Pass,31.29948549,42.6258381,1397253
Jharkhand,DUMKA,DR. SHRILAL KISKU,IND,Stethoscope,MALE,60,Graduate Professional,1.185325779,1.614259913,1397253
Jharkhand,DUMKA,SENAPATI MURMU,CPI(M),Ears of Corn And Sickle,MALE,45,10th Pass,1.156340333,1.574785498,1397253
Jharkhand,DUMKA,NOTA,NOTA,,,,,1.030307324,1.403144893,1397253
Jharkhand,DUMKA,ARJUN PUJHAR,AITC,Flowers and Grass,MALE,44,10th Pass,0.937840176,1.277216635,1397253
Jharkhand,DUMKA,SAMUEL TUDU,IND,Television,MALE,45,8th Pass,0.902413521,1.228970127,1397253
Chhattisgarh,DURG,VIJAY BAGHEL,BJP,Lotus,MALE,59,Graduate,43.77609496,60.98674607,1940269
Chhattisgarh,DURG,PRATIMA CHANDRAKAR,INC,Hand,FEMALE,61,12th Pass,23.57384466,32.84194443,1940269
Chhattisgarh,DURG,GEETANJALI SINGH,BSP,Elephant,FEMALE,25,Post Graduate,1.037175773,1.444943309,1940269
NCT OF Delhi,EAST DELHI,GAUTAM GAMBHIR,BJP,Lotus,MALE,37,12th Pass,34.13697432,55.32973824,2039302
NCT OF Delhi,EAST DELHI,ARVINDER SINGH LOVELY,INC,Hand,MALE,50,Graduate,14.95286132,24.2358299,2039302
NCT OF Delhi,EAST DELHI,ATISHI,AAP,Broom,FEMALE,37,Post Graduate,10.75505246,17.4319561,2039302
NCT OF Delhi,EAST DELHI,SANJAY KUMAR,BSP,Elephant,MALE,48,12th Pass,0.936104608,1.51725289,2039302
Andhra Pradesh,ELURU,KOTAGIRI SRIDHAR,YSRCP,Ceiling Fan,MALE,46,Graduate,42.43449638,50.80347693,1594950
Andhra Pradesh,ELURU,MAGANTTI VENKATESWARA RAO BABU,TDP,Bicycle,MALE,59,10th Pass,32.03134895,38.3486087,1594950
Andhra Pradesh,ELURU,PENTAPATI PULLARAO,JnP,Glass Tumbler,MALE,71,Not Available,4.816890812,5.766883599,1594950
Andhra Pradesh,ELURU,NOTA,NOTA,,,,,1.497225618,1.79251019,1594950
Andhra Pradesh,ELURU,JETTI GURUNADHA RAO,INC,Hand,MALE,55,Graduate,1.277657607,1.529638721,1594950
Kerala,ERNAKULAM,HIBI EDEN,INC,Hand,MALE,35,Graduate,39.42809309,50.78231117,1245972
Kerala,ERNAKULAM,P RAJEEV,CPI(M),"Hammer, Sickle and Star",MALE,51,Graduate Professional,25.85210583,33.29680894,1245972
Kerala,ERNAKULAM,ALPHONS KANNANTHANAM,BJP,Lotus,MALE,65,Graduate,11.05554539,14.23924167,1245972
Tamil Nadu,ERODE,GANESHAMURTHI A,DMK,Rising Sun,MALE,72,Graduate,38.54283069,52.72118039,1462246
Tamil Nadu,ERODE,MANIMARAN G,AIADMK,Two Leaves,MALE,52,12th Pass,24.13909835,33.01889705,1462246
Tamil Nadu,ERODE,SARAVANAKUMAR A,MNM,Battery Torch,MALE,43,Others,3.263404379,4.46387896,1462246
Tamil Nadu,ERODE,SEETHALAKSHMI M K,NTK,Ganna Kisan,FEMALE,43,Post Graduate,2.66781376,3.649194623,1462246
Tamil Nadu,ERODE,SENTHILKUMAR K C,IND,Gift Pack,MALE,41,Graduate,1.768375499,2.418889376,1462246
Tamil Nadu,ERODE,NOTA,NOTA,,,,,1.011799656,1.383999858,1462246
Uttar Pradesh,ETAH,Rajveer Singh (Raju Bhaiya),BJP,Lotus,MALE,58,Graduate Professional,33.6365683,54.51561051,1621295
Uttar Pradesh,ETAH,Ku. Devendra Singh Yadav,SP,Bicycle,MALE,70,Doctorate,26.07039435,42.25292697,1621295
Uttar Pradesh,ETAWAH,Dr RAM SHANKAR KATHERIA,BJP,Lotus,MALE,54,Doctorate,29.69987213,50.74974898,1757984
Uttar Pradesh,ETAWAH,KAMLESH KUMAR,SP,Bicycle,MALE,35,Graduate,26.0344804,44.48649946,1757984
Uttar Pradesh,ETAWAH,ASHOK KUMAR DOHARE,INC,Hand,MALE,45,Graduate,0.942556929,1.610597087,1757984
Uttar Pradesh,FAIZABAD,LALLU SINGH,BJP,Lotus,MALE,64,Post Graduate,29.03860774,48.64918799,1821785
Uttar Pradesh,FAIZABAD,ANAND SEN,SP,Bicycle,MALE,55,12th Pass,25.44449537,42.62787148,1821785
Uttar Pradesh,FAIZABAD,NIRMAL KHATRI,INC,Hand,MALE,68,Doctorate,2.930422635,4.909418624,1821785
Haryana,FARIDABAD,KRISHAN PAL,BJP,Lotus,MALE,62,Graduate Professional,44.07833514,68.76014116,2071816
Haryana,FARIDABAD,AVTAR SINGH BHADANA,INC,Hand,MALE,62,8th Pass,13.27255895,20.70457117,2071816
Haryana,FARIDABAD,MANDHIR MAAN,BSP,Elephant,MALE,43,10th Pass,4.187244427,6.531905458,2071816
Punjab,FARIDKOT,Mohammad Sadique,INC,Hand,MALE,78,5th Pass,27.17722966,42.97036018,1541971
Punjab,FARIDKOT,Gulzar Singh Ranike,SAD,Scales,MALE,61,Literate,21.77790633,34.43340217,1541971
Punjab,FARIDKOT,Prof. Sadhu Singh,AAP,Broom,MALE,78,Post Graduate,7.47867502,11.8246548,1541971
Punjab,FARIDKOT,Master Baldev Singh,PUNEKP,Key,MALE,61,12th Pass,2.849080819,4.504728057,1541971
Punjab,FARIDKOT,NOTA,NOTA,,,,,1.248142799,1.973458895,1541971
Uttar Pradesh,FARRUKHABAD,Mukesh Rajput,BJP,Lotus,MALE,50,Graduate,33.35391567,56.80389856,1708585
Uttar Pradesh,FARRUKHABAD,Manoj Agarwal,BSP,Elephant,MALE,54,Graduate,20.37814917,34.70532006,1708585
Uttar Pradesh,FARRUKHABAD,Salman Khurshid,INC,Hand,MALE,66,Post Graduate,3.23413819,5.507948738,1708585
Punjab,FATEHGARH SAHIB,AMAR SINGH,INC,Hand,MALE,65,Post Graduate,27.39115594,41.70049262,1502861
Punjab,FATEHGARH SAHIB,DARBARA SINGH GURU,SAD,Scales,MALE,66,Post Graduate,21.14320619,32.18856904,1502861
Punjab,FATEHGARH SAHIB,MANWINDER SINGH GIASPURA,LIP,Letter Box,MALE,44,Post Graduate,9.466876844,14.41244133,1502861
Punjab,FATEHGARH SAHIB,BANDEEP SINGH,AAP,Broom,MALE,35,12th Pass,4.18408622,6.369882927,1502861
Punjab,FATEHGARH SAHIB,NOTA,NOTA,,,,,0.86801108,1.321466306,1502861
Uttar Pradesh,FATEHPUR,NIRANJAN JYOTI,BJP,Lotus,FEMALE,52,12th Pass,30.77455048,54.1930073,1839312
Uttar Pradesh,FATEHPUR,SUKHDEV PRASAD VERMA,BSP,Elephant,MALE,62,8th Pass,19.99851031,35.21674235,1839312
Uttar Pradesh,FATEHPUR,RAKESH SACHAN,INC,Hand,MALE,63,Post Graduate,3.592484581,6.326251401,1839312
Uttar Pradesh,FATEHPUR,NOTA,NOTA,,,,,0.798776934,1.406620845,1839312
Uttar Pradesh,FATEHPUR SIKRI,RAJKUMAR CHAHAR,BJP,Lotus,MALE,52,Graduate,38.81386077,64.24388036,1718837
Uttar Pradesh,FATEHPUR SIKRI,RAJ BABBAR,INC,Hand,MALE,68,Graduate,10.01153687,16.57088381,1718837
Uttar Pradesh,FATEHPUR SIKRI,SHREEBHAGWAN SHARMA,BSP,Elephant,MALE,44,10th Pass,9.776552401,16.18194249,1718837
Uttar Pradesh,FATEHPUR SIKRI,NOTA,NOTA,,,,,0.622048513,1.029601525,1718837
Uttar Pradesh,FIROZABAD,Dr. Chandra Sen Jadon,BJP,Lotus,MALE,68,Graduate Professional,27.69149572,46.0552642,1790510
Uttar Pradesh,FIROZABAD,Akshay Yadav,SP,Bicycle,MALE,32,Graduate Professional,26.0840766,43.38187621,1790510
Uttar Pradesh,FIROZABAD,Shivpal Singh Yadav,PSPL,Key,MALE,64,Graduate Professional,5.130884497,8.533458917,1790510
Punjab,FIROZPUR,SUKHBIR SINGH BADAL,SAD,Scales,MALE,56,Post Graduate,39.1386285,54.00975954,1618419
Punjab,FIROZPUR,SHER SINGH GHUBAYA,INC,Hand,MALE,56,10th Pass,26.85194625,37.05462393,1618419
Punjab,FIROZPUR,HARJINDER SINGH KAKA SRAN,AAP,Broom,MALE,49,Graduate,1.969329327,2.717596591,1618419
Punjab,FIROZPUR,HANS RAJ GOLDEN,CPI(M),Ears of Corn And Sickle,MALE,54,12th Pass,1.614415056,2.227828933,1618419
Punjab,FIROZPUR,NOTA,NOTA,,,,,0.920095476,1.26969537,1618419
Maharashtra,GADCHIROLI-CHIMUR,ASHOK MAHADEORAO NETE,BJP,Lotus,MALE,55,12th Pass,32.88093964,45.46231904,1581366
Maharashtra,GADCHIROLI-CHIMUR,Dr. NAMDEO DALLUJI USENDI,INC,Hand,MALE,48,Post Graduate,27.97846925,38.68399471,1581366
Maharashtra,GADCHIROLI-CHIMUR,Dr. RAMESHKUMAR BABURAOJI GAJBE,VBA,Cup & Saucer,MALE,66,Post Graduate,7.048842583,9.745972403,1581366
Maharashtra,GADCHIROLI-CHIMUR,HARICHANDRA NAGOJI MANGAM,BSP,Elephant,MALE,44,12th Pass,1.777197689,2.457214702,1581366
Maharashtra,GADCHIROLI-CHIMUR,NOTA,NOTA,,,,,1.555553869,2.150762328,1581366
Maharashtra,GADCHIROLI-CHIMUR,DEORAO MONBA NANNAWARE,APoI,Coat,MALE,59,Graduate Professional,1.01918215,1.409156325,1581366
Gujarat,GANDHINAGAR,AMIT SHAH,BJP,Lotus,MALE,54,12th Pass,45.97784324,69.5758213,1945772
Gujarat,GANDHINAGAR,Dr. C. J. CHAVDA,INC,Hand,MALE,61,Graduate Professional,17.35095376,26.25627418,1945772
Gujarat,GANDHINAGAR,NOTA,NOTA,,,,,0.730506966,1.105437283,1945772
Rajasthan,GANGANAGAR,NIHAL CHAND,BJP,Lotus,MALE,48,Graduate,46.16328597,61.74291249,1943486
Rajasthan,GANGANAGAR,BHARAT RAM MEGHWAL,INC,Hand,MALE,63,Graduate,25.2226669,33.73505335,1943486
Rajasthan,GANGANAGAR,RAVTARAM,CPI(M),Ears of Corn And Sickle,MALE,74,Literate,0.942070074,1.260008878,1943486
Rajasthan,GANGANAGAR,NOTA,NOTA,,,,,0.799748493,1.069655251,1943486
Uttarakhand,GARHWAL,Tirath Singh Rawat,BJP,Lotus,MALE,55,Post Graduate,37.39353118,67.77608145,1355796
Uttarakhand,GARHWAL,Manish Khanduri,INC,Hand,MALE,50,Post Graduate,15.06944998,27.31350147,1355796
Uttarakhand,GARHWAL,NOTA,NOTA,,,,,0.905445952,1.641128202,1355796
Assam,GAUHATI,QUEEN OJA,BJP,Lotus,FEMALE,67,Graduate,46.25348241,57.19753961,2181319
Assam,GAUHATI,BOBBEETA SHARMA,INC,Hand,FEMALE,52,Post Graduate,30.40958246,37.60480739,2181319
Assam,GAUHATI,UPAMANYU HAZARIKA,IND,Auto- Rickshaw,MALE,53,Graduate Professional,0.97156812,1.201451288,2181319
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dr. MAHESH SHARMA,BJP,Lotus,MALE,59,Graduate Professional,36.07583284,59.63588754,2302960
Uttar Pradesh,GAUTAM BUDDHA NAGAR,SATVEER,BSP,Elephant,MALE,42,8th Pass,21.44587835,35.45154439,2302960
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Dr. ARVIND KUMAR SINGH,INC,Hand,MALE,30,Doctorate,1.827083406,3.020297299,2302960
Bihar,GAYA (SC),Vijay Kumar,JD(U),Arrow,MALE,55,12th Pass,27.39693159,48.76573376,1704596
Bihar,GAYA (SC),Jitan Ram Manjhi,HAMS,Telephone,MALE,73,Graduate,18.45487142,32.84912923,1704596
Bihar,GAYA (SC),NOTA,NOTA,,,,,1.761707759,3.135788082,1704596
Bihar,GAYA (SC),Vijay Kumar Chaudhary,JDR,Dolli,MALE,49,Post Graduate,1.376396519,2.449945387,1704596
Bihar,GAYA (SC),Sheo Shankar,APoI,Coat,MALE,61,Post Graduate,1.200519067,2.136888688,1704596
Bihar,GAYA (SC),Dayanand Rajwanshi,MOSP,Walking Stick,MALE,27,Post Graduate,0.853750683,1.519651147,1704596
Bihar,GAYA (SC),Rakesh Chaudhari,MADP,Auto- Rickshaw,MALE,46,12th Pass,0.85251872,1.517458289,1704596
